music@play	放一首青花瓷哦哦	o o o b-song i-song i-song o o
epg@query	湖南台演什么节目	b-tvchannel i-tvchannel i-tvchannel o o o o o
map@route	杭州到上海	b-startloc_city i-startloc_city o b-endloc_city i-endloc_city
health@query	得了皮肤病怎么办？	o o b-keyword i-keyword i-keyword o o o o
message@sendcontacts	把莫若的电话号码发送给反面教材	o b-name i-name o o o o o o o o b-receiver i-receiver i-receiver i-receiver
message@send	发消息给周磊	o o o o b-name i-name
message@send	呃发信息给周玉豪	o o o o o b-name i-name i-name
cookbook@query	烤肉串。	b-dishname i-dishname i-dishname o
cinemas@query	哦哦，查一下香港最新上映电影。	o o o o o o b-location_city i-location_city o o o o o o o
riddle@query	讲个谜语猜一下。	o o b-category i-category o o o o
message@send	给刘三发短信说我今天没有空	o b-name i-name o o o o b-content i-content i-content i-content i-content i-content
cookbook@query	海虾的做法。	b-ingredient i-ingredient o o o o
cookbook@query	馒头怎么做吗？	b-dishname i-dishname o o o o o
riddle@query	来个谜语吧！	o o b-category i-category o o
cinemas@query	搜索一下热门电影。	o o o o o o o o o
music@play	我想听老婆这首歌	o o o b-song i-song o o o
cookbook@query	怎么做洋葱炒蛋？	o o o b-dishname i-dishname i-dishname i-dishname o
train@query	查一下济南到潍坊昌乐的火车	o o o b-startloc_city i-startloc_city o b-endloc_city i-endloc_city b-endloc_area i-endloc_area o o o
app@launch	打开相机我想你	o o b-name i-name o o o
map@route	上海到苏州	b-startloc_city i-startloc_city o b-endloc_city i-endloc_city
cinemas@query	苏电影我们都是坏孩子。	o o o b-film i-film i-film i-film i-film i-film i-film o
website@open	请帮我打开网站	o o o o o o o
video@query	美好的时代	b-name i-name i-name i-name i-name
translation@translation	今天的天气真是好用英语怎么说	b-content i-content i-content i-content i-content i-content i-content i-content o b-target i-target o o o
telephone@dial	打给曾玮文	o o b-name i-name i-name
translation@translation	中国制用英文怎么说	b-content i-content i-content o b-target i-target o o o
website@open	进入三w点百度点com	o o b-name i-name i-name i-name i-name i-name i-name i-name i-name
translation@translation	汽车英语怎么讲	b-content i-content b-target i-target o o o
news@play	有什么重要新闻吗？	o o o b-category i-category o o o o
cookbook@query	新奥尔良烤翅的做法	b-dishname i-dishname i-dishname i-dishname i-dishname i-dishname o o o
cookbook@query	鸭蛋怎么腌？	b-ingredient i-ingredient o o o o
telephone@dial	拨打张月华的电话	o o b-name i-name i-name o o o
cookbook@query	如何做西红柿炒蛋。	o o o b-dishname i-dishname i-dishname i-dishname i-dishname o
health@query	糖尿病注意什么？	b-keyword i-keyword i-keyword o o o o o
cookbook@query	鱼香肉丝的做法啊！	b-dishname i-dishname i-dishname i-dishname o o o o o
video@query	胜女的代价电视剧	b-name i-name i-name i-name i-name b-category i-category i-category
website@open	打开浦发银行	o o b-name i-name i-name i-name
train@query	帮我在百度里搜一下东莞到北京的火车	o o o o o o o o o b-startloc_city i-startloc_city o b-endloc_city i-endloc_city o o o
telephone@dial	打电话	o o o
health@query	得了灰指甲怎么办？	o o b-keyword i-keyword i-keyword o o o o
tvchannel@play	找深圳卫视	o b-name i-name i-name i-name
epg@query	明晚真人秀频道有播放过百变大咖秀呢	b-datetime_time i-datetime_time b-tvchannel i-tvchannel i-tvchannel i-tvchannel i-tvchannel o o o o b-name i-name i-name i-name i-name o
translation@translation	我不明白用英文怎么讲	b-content i-content i-content i-content o b-target i-target o o o
message@send	发短信给张全三移动的号码我今天请他吃法	o o o o b-name i-name i-name b-teleoperator i-teleoperator o o o b-content i-content i-content i-content i-content i-content i-content
cookbook@query	如何炒花生。	o o b-dishname i-dishname i-dishname o
train@query	去烟台的火车	o b-endloc_city i-endloc_city o o o
match@query	国足最新赛程。	b-category i-category o o o o o
bus@query	从东莞去北海的汽车。	o b-src i-src o b-dest i-dest o o o o
epg@query	看中央七频道讲武堂节目	o b-tvchannel i-tvchannel i-tvchannel i-tvchannel i-tvchannel b-name i-name i-name o o
app@download	下载飞信	o o b-name i-name
epg@query	哪个台在放甄嬛	o o o o o b-name i-name
video@query	最近有什么好看得	b-timedescr i-timedescr o o o b-scoredescr i-scoredescr o
flight@query	帮我订明天早晨的机票	o o o b-startdate_date i-startdate_date b-startdate_time i-startdate_time o o o
poetry@query	天王盖地虎的下一句是什么？	b-keyword i-keyword i-keyword i-keyword i-keyword o b-queryfield i-queryfield i-queryfield o o o o
flight@query	有没有下周二到贵阳的航班	o o o b-startdate_date i-startdate_date i-startdate_date o b-endloc_city i-endloc_city o o o
tvchannel@play	湖北电视台	b-name i-name i-name i-name i-name
telephone@dial	打电话给大培	o o o o b-name i-name
cookbook@query	鸽子，怎么做最好吃？	b-ingredient i-ingredient o o o o o o o o
music@play	给我来首好听的音乐	o o o o b-category i-category o o o
telephone@dial	打电话给地瓜	o o o o b-name i-name
poetry@default	给我来首诗。	o o o o o o
news@play	这个新闻有意思吗	o o o o o o o o
flight@query	去北京有什么飞机	o b-endloc_city i-endloc_city o o o o o
epg@query	看看今天有什么好看的节目？	o o b-datetime_date i-datetime_date o o o o o o b-category i-category o
riddle@query	讲一个谜语，啊，你，哦。	o o o b-category i-category o o o o o o o
riddle@query	打一个灯谜啊，你。	o o o b-category i-category o o o o
bus@query	从杭州到黄山的汽车。	o b-src i-src o b-dest i-dest o o o o
cinemas@query	附近电影院。	o o o o o o
video@query	智慧树	b-name i-name i-name
cookbook@query	怎么炒番茄炒？	o o b-dishname i-dishname i-dishname o o
news@play	今天东莞新闻。	b-datetime_date i-datetime_date b-location_city i-location_city o o o
weather@query	那会不会下雨	o b-questionword i-questionword i-questionword o b-subfocus
cookbook@query	炒豆腐。	b-dishname i-dishname i-dishname o
map@route	帮我看一下到科大讯飞最快的是哪条路线	o o o o o o b-endloc_poi i-endloc_poi i-endloc_poi i-endloc_poi o o o o o o o o
message@sendcontacts	把张新涛电话发给常胜宾	o b-name i-name i-name o o o o b-receiver i-receiver i-receiver
news@play	零七播报新闻。	o o o o o o o
poetry@query	背屈原的离骚	o b-author i-author o b-name i-name
cookbook@query	日本豆腐的做法。	b-ingredient i-ingredient i-ingredient i-ingredient o o o o
train@query	查询广州到北京的火车	o o b-startloc_city i-startloc_city o b-endloc_city i-endloc_city o o o
epg@query	央视三台现在播放什么节目	b-tvchannel i-tvchannel i-tvchannel i-tvchannel b-datetime_time i-datetime_time o o o o o o
telephone@query	潘靖的电话是多少	b-name i-name o o o o o o
video@query	福尔摩斯	b-name i-name i-name i-name
telephone@dial	打石宝电话	o b-name i-name o o
poetry@query	背诵悯农。	o o b-name i-name o
stock@query	查询海螺水泥的股票	o o b-name i-name i-name i-name o o o
video@query	爱在旅途	b-name i-name i-name i-name
cookbook@query	青鱼做法视频	b-ingredient i-ingredient o o o o
tvchannel@play	天津电视台的国际频道，拜托了哈	b-name i-name i-name i-name i-name o b-category i-category o o o o o o o
stock@query	搜索中国移动股票	o o b-name i-name i-name i-name o o
riddle@query	讲个猜谜语的。	o o o b-category i-category o o
email@reply	替我回复邮件	o o o o o o
cookbook@query	鱼的做法	b-ingredient o o o
translation@translation	时间的英文怎么讲	b-content i-content o b-target i-target o o o
app@launch	帮我打开电话本	o o o o b-name i-name i-name
cookbook@query	登录不行，做烧鸡公学，我爱你！	o o o o o o b-dishname i-dishname i-dishname o o o o o o
epg@query	世界军事中央台世界军事	b-name i-name i-name i-name b-tvchannel i-tvchannel i-tvchannel o o o o
map@position	昆山大润发在哪里	b-location_area i-location_area b-location_poi i-location_poi i-location_poi o o o
tvchannel@play	切换上海频道	o o b-name i-name i-name i-name
message@send	给于海洋发短信	o b-name i-name i-name o o o
train@query	潜山到福州的火车	b-startloc_area i-startloc_area o b-endloc_city i-endloc_city o o o
news@play	打开腾讯头条新闻	o o b-media i-media b-category i-category o o
poetry@query	各来一首李白的诗词。	o o o o b-author i-author o o o o
poetry@query	人死原知万事空下一句是什么？	b-keyword i-keyword i-keyword i-keyword i-keyword i-keyword i-keyword b-queryfield i-queryfield i-queryfield o o o o
video@query	那你查一下最近的热门电影是什么？	o o o o o b-timedescr i-timedescr o b-popularity i-popularity b-category i-category o o o o
cookbook@query	回锅肉做法。	b-dishname i-dishname i-dishname o o o
music@play	来一首月亮惹的祸	o o o b-song i-song i-song i-song i-song
health@query	淋病怎么办	b-keyword i-keyword o o o
poetry@query	给我来首唐诗三百首。	o o o o b-dynasty o o o o o
message@send	给陈易云发短消息	o b-name i-name i-name o o o o
website@open	打开网页猫扑	o o o o b-name i-name
riddle@query	请给我打一个谜语。	o o o o o o b-category i-category o
train@query	帮我网上订车票	o o o o o o o
video@query	给我找最新的盗梦空间	o o o b-timedescr i-timedescr o b-name i-name i-name i-name
video@query	胜者即是正义	b-name i-name i-name i-name i-name i-name
video@query	我要看功夫熊猫帮我播放出来	o o o b-name i-name i-name i-name o o o o o o
email@reply	我要回复这条邮件	o o o o o o o o
tvchannel@play	cctv农业	b-name i-name i-name i-name i-name i-name
translation@translation	翻译光大银行	o o b-content i-content i-content i-content
email@send	发邮件给灿灿说明早我们一起跑步	o o o o b-name i-name o b-content i-content i-content i-content i-content i-content i-content i-content
match@query	2013年亚洲冠军联赛恒广州恒大比赛时间。	b-datetime_date i-datetime_date i-datetime_date i-datetime_date i-datetime_date b-category i-category i-category i-category i-category i-category o b-name i-name i-name i-name o o o o o
health@query	淋病怎么治？	b-keyword i-keyword o o o o
news@play	秦皇岛今天有什么新闻	b-location_city i-location_city i-location_city b-datetime_date i-datetime_date o o o o o
novel@query	我要看末世进化小说	o o o b-category i-category i-category i-category o o
music@play	来首歌吗？	o o o o o
match@query	中超比赛时间，我。	b-category i-category o o o o o o o
riddle@query	再讲一个谜语吧！	o o o o b-category i-category o o
cookbook@query	西红柿炒鸡蛋做法。	b-dishname i-dishname i-dishname i-dishname i-dishname i-dishname o o o
music@play	播放音乐喜帖街。	o o o o b-song i-song i-song o
app@launch	帮忙打开一下酷狗音乐播放音乐行不	o o o o o o b-name i-name i-name i-name o o o o o o
email@send	帮我发邮件给婷婷	o o o o o o b-name i-name
email@replay_all	我想要全部答复	o o o o o o o
app@launch	金山词霸	b-name i-name i-name i-name
video@query	英雄本色电影	b-name i-name i-name i-name b-category i-category
translation@translation	你还没有结婚用英语怎么讲	b-content i-content i-content i-content i-content i-content o b-target i-target o o o
health@query	破伤风该怎么处理	b-keyword i-keyword i-keyword o o o o o
message@send	给张克达发短信	o b-name i-name i-name o o o
riddle@query	爆笑谜语	o o b-category i-category
stock@query	上海能源这支股票怎么样	b-name i-name i-name i-name o o o o o o o
video@query	2012年的恐怖电影	b-datetime_date i-datetime_date i-datetime_date i-datetime_date i-datetime_date o b-tag i-tag b-category i-category
website@open	给我打开百度网	o o o o b-name i-name o
video@query	忍者之路	b-name i-name i-name i-name
flight@query	4月28号上海到南昌的航班	b-startdate_date i-startdate_date i-startdate_date i-startdate_date i-startdate_date b-startloc_city i-startloc_city o b-endloc_city i-endloc_city o o o
stock@query	通宝能源股票	b-name i-name i-name i-name o o
news@play	搜索最新新闻	o o b-keyword i-keyword o o
match@query	广州恒大的赛程。	b-name i-name i-name i-name o o o o
health@query	梅毒怎么治疗？	b-keyword i-keyword o o o o o
app@launch	进入设置菜单	o o b-name i-name o o
message@sendcontacts	把小新的号码发给徐云蔚	o b-name i-name o o o o o b-receiver i-receiver i-receiver
translation@translation	你今天去了哪里用英文怎么讲	b-content i-content i-content i-content i-content i-content i-content o b-target i-target o o o
telephone@dial	打电话给何健	o o o o b-name i-name
flight@query	杭州到郑州飞机票	b-startloc_city i-startloc_city o b-endloc_city i-endloc_city o o o
cookbook@query	糖醋里脊啊，啊	b-dishname i-dishname i-dishname i-dishname o o o
tvchannel@play	高清央视综艺	b-resolution i-resolution b-name i-name i-name i-name
message@send	给刘西发短信	o b-name i-name o o o
video@query	铁甲钢拳	b-name i-name i-name i-name
translation@translation	翻译我今天要去打网球	o o b-content i-content i-content i-content i-content i-content i-content i-content
website@open	打开江苏移动网上营业厅网页	o o b-name i-name i-name i-name i-name o o o o o o
poetry@query	搜索岳飞的诗满江红。	o o b-author i-author o o b-name i-name i-name o
epg@look_back	回看安徽卫视烽火佳人	o o b-tvchannel i-tvchannel i-tvchannel i-tvchannel b-name i-name i-name i-name
map@position	讯飞语点我现在在哪里	o o o o o o o o o o
music@play	播放一首倒带来听一听	o o o o b-song i-song o o o o
epg@query	今天有些什么电影？	b-datetime_date i-datetime_date o o o o b-category i-category o
match@query	广州恒大比赛比分。	b-name i-name i-name i-name o o b-type i-type o
riddle@query	给我打个谜语，啊！	o o o o b-category i-category o o o
flight@query	从威海到苏州的飞机	o b-startloc_city i-startloc_city o b-endloc_city i-endloc_city o o o
news@play	来个最新新闻。	o o b-keyword i-keyword o o o
cinemas@query	最近有什么影片？	o o o o o o o o
cinemas@query	给我放一部最新的电影。	o o o o o o o o o o o
riddle@query	那就来个字谜吧！	o o o o b-category i-category o o
message@send	给杨斌发短信	o b-name i-name o o o
message@send	给青发短信	o b-name o o o
cookbook@query	罐焖牛肉怎么做？	o b-dishname i-dishname i-dishname o o o o
bus@query	从北海到东莞的汽车。	o b-src i-src o b-dest i-dest o o o o
translation@translation	我不知道的英文怎么说	b-content i-content i-content i-content o b-target i-target o o o
map@route	从这里去瑞金路怎么走	o o o o b-endloc_poi i-endloc_poi i-endloc_poi o o o
music@play	我想听歌曲传奇	o o o o o b-song i-song
epg@query	东方高清台的节目单	b-tvchannel i-tvchannel i-tvchannel i-tvchannel i-tvchannel o o o o
message@sendcontacts	把李会计的电话发给小江	o b-name i-name i-name o o o o o b-receiver i-receiver
website@open	赶集网	b-name i-name i-name
train@query	从合肥到北京的列车	o b-startloc_city i-startloc_city o b-endloc_city i-endloc_city o o o
cookbook@query	猪肉丸子汤怎么做啊？	b-dishname i-dishname i-dishname i-dishname i-dishname o o o o o
translation@translation	福尔摩探案急翻译成英文	b-content i-content i-content i-content i-content i-content o o o b-target i-target
poetry@query	江山有奇峰，下一句。	b-keyword i-keyword i-keyword i-keyword i-keyword o b-queryfield i-queryfield i-queryfield o
cookbook@query	酸辣藕丁的做法。	b-dishname i-dishname i-dishname i-dishname o o o o
map@route	我想到科大讯飞怎么走	o o o b-endloc_poi i-endloc_poi i-endloc_poi i-endloc_poi o o o
train@query	明天到合肥的火车	b-startdate_date i-startdate_date o b-endloc_city i-endloc_city o o o
message@sendcontacts	把侨天慧的号码发给副卡	o b-name i-name i-name o o o o o b-receiver i-receiver
news@play	帮我搜索一下今天的新闻	o o o o o o b-datetime_date i-datetime_date o o o
flight@query	从广州到贵阳市的航班	o b-startloc_city i-startloc_city o b-endloc_city i-endloc_city o o o o
message@send	给茵茵发短信	o b-name i-name o o o
telephone@dial	给小鱼打电话	o b-name i-name o o o
message@sendcontacts	把吴琪的电话号码发给妈咪	o b-name i-name o o o o o o o b-receiver i-receiver
lottery@number_query	帮我查一下今天开奖的15选5	o o o o o b-datetime_date i-datetime_date o o o b-name i-name i-name i-name
website@open	美女啊帮我打开网页	o o o o o o o o o
novel@query	我想看现在很流行的小说	o o o o o o b-popularity i-popularity o o o
train@query	到无锡到北京的火车有几趟了	o b-startloc_city i-startloc_city o b-endloc_city i-endloc_city o o o o o o o
poetry@query	杜甫兵车行。	b-author i-author b-name i-name i-name o
email@send	发邮件	o o o
cookbook@query	做红烧肉怎么做？	o b-dishname i-dishname i-dishname o o o o
music@play	来首快乐崇拜	o o b-song i-song i-song i-song
video@query	2013年的警匪电视剧	b-datetime_date i-datetime_date i-datetime_date i-datetime_date i-datetime_date o b-tag i-tag b-category i-category i-category
message@send	给小阳发短信	o b-name i-name o o o
train@query	从余姚到贵阳的火车票	o b-startloc_area i-startloc_area o b-endloc_city i-endloc_city o o o o
flight@query	查询后天成都到伦敦的航班	o o b-startdate_date i-startdate_date b-startloc_city i-startloc_city o b-endloc_city i-endloc_city o o o
news@play	美国最近有什么新闻	b-location_country i-location_country b-datetime_date i-datetime_date o o o o o
train@query	查询宜春到南昌的火车列车时刻表	o o b-startloc_city i-startloc_city o b-endloc_city i-endloc_city o o o o o o o o
cookbook@query	江苏路红薯粉怎么做好吃？	o o o b-ingredient i-ingredient i-ingredient o o o o o o
poetry@query	来首山口。	o o b-name i-name o
message@sendcontacts	把徐程的电话发给吴芳	o b-name i-name o o o o o b-receiver i-receiver
novel@query	你能搜到小说不？	o o o o o o o o
poetry@query	ok好，来首李白的诗词。	o o o o o o b-author i-author o o o o
radio@launch	请帮我调频105山东人民广播电台生活频道	o o o o o b-code i-code i-code b-name i-name i-name i-name i-name i-name i-name i-name i-name i-name i-name i-name
lottery@number_query	我要购买七乐彩	o o o o b-name i-name i-name
cookbook@query	大闸蟹的做法。	b-dishname i-dishname i-dishname o o o o
translation@translation	我正在睡觉用英语怎么说	b-content i-content i-content i-content i-content o b-target i-target o o o
flight@query	明天去桂林的航班。	b-startdate_date i-startdate_date o b-endloc_city i-endloc_city o o o o
bus@query	合肥到上海可以到哪坐车？	b-src i-src o b-dest i-dest o o o o o o o
cookbook@query	鸡蛋的做法	b-ingredient i-ingredient o o o
news@play	昨天的北京新闻	b-datetime_date i-datetime_date o b-location_city i-location_city o o
telephone@dial	打电话给张志国	o o o o b-name i-name i-name
poetry@query	来一句唐诗呗！	o o o b-dynasty o o o
message@send	发短信给王勋连说我很好	o o o o b-name i-name i-name o b-content i-content i-content
telephone@dial	打电话给吴荣因	o o o o b-name i-name i-name
video@query	铁甲威虫	b-name i-name i-name i-name
app@launch	钛备份	b-name i-name i-name
novel@query	赶紧推荐一部小说。	o o o o o o o o o
cookbook@query	地三鲜怎么做？你？	b-dishname i-dishname i-dishname o o o o o o
train@query	星期四去上海的火车	b-startdate_date i-startdate_date i-startdate_date o b-endloc_city i-endloc_city o o o
translation@translation	我今天去北京了英语怎么说	b-content i-content i-content i-content i-content i-content i-content b-target i-target o o o
video@query	动画片巴啦啦小魔仙	b-tag i-tag b-category b-name i-name i-name i-name i-name i-name
website@open	上美空网	o b-name i-name i-name
email@reply	替我回复这封邮件	o o o o o o o o
video@query	半夜不要照镜子	b-name i-name i-name i-name i-name i-name i-name
cookbook@query	怎么弄红烧肉哦？	o o o b-dishname i-dishname i-dishname o o
epg@look_back	回看烽火佳人回看安徽卫视烽火佳人	o o b-name i-name i-name i-name o o b-tvchannel i-tvchannel i-tvchannel i-tvchannel o o o o
stock@query	安徽合力股票	b-name i-name i-name i-name o o
cookbook@query	怎么煮面才好吃呢？	o o b-dishname i-dishname o o o o o
poetry@query	呦呦鹿鸣的下一句。	b-keyword i-keyword i-keyword i-keyword o b-queryfield i-queryfield i-queryfield o
message@send	发信息给老婆说我不回家吃饭了	o o o o b-name i-name o b-content i-content i-content i-content i-content i-content i-content
news@play	读新闻听。	o o o o o
video@query	我想看珍珠港	o o o b-name i-name i-name
cookbook@query	臭豆腐怎么做啊？	b-dishname i-dishname i-dishname o o o o o
stock@query	查寻上海能源的股票	o o b-name i-name i-name i-name o o o
cookbook@query	猪肚鸡怎么做啊？	b-dishname i-dishname i-dishname o o o o o
music@play	我想听春天里这首歌	o o o b-song i-song i-song o o o
music@play	播放郁可唯的歌	o o b-artist i-artist i-artist o o
message@send	我现在要发一条信息	o o o o o o o o o
flight@query	济南到汉中的飞机票	b-startloc_city i-startloc_city o b-endloc_city i-endloc_city o o o o
poetry@default	读句诗来听听。	o o o o o o o
music@play	歌曲白天不懂夜的黑	o o b-song i-song i-song i-song i-song i-song i-song
stock@query	讯飞科技股票价格	b-name i-name i-name i-name o o o o
news@play	k新闻想听新闻。	o o o o o o o o
cookbook@query	烤鸡翅怎么做呀？	b-dishname i-dishname i-dishname o o o o o
news@play	我要听个新闻。	o o o o o o o
poetry@query	刘禹锡的秋词。	b-author i-author i-author o b-name i-name o
train@query	查一下广州到信阳的火车票	o o o b-startloc_city i-startloc_city o b-endloc_city i-endloc_city o o o o
video@query	我想看爱在春天	o o o b-name i-name i-name i-name
telephone@dial	给张张打电话	o b-name i-name o o o
flight@query	查寻合肥到北京的航班	o o b-startloc_city i-startloc_city o b-endloc_city i-endloc_city o o o
telephone@dial	你给朴叔打电话	o o b-name i-name o o o
translation@translation	我喜欢亚楠用英语怎么说	b-content i-content i-content i-content i-content o b-target i-target o o o
video@query	电影中国合伙人	b-category i-category b-name i-name i-name i-name i-name
poetry@query	来时打来首唐诗绝句。	o o o o o b-dynasty o b-name i-name o
tvchannel@play	江苏影视台	b-name i-name i-name i-name i-name
music@play	播放上海滩。	o o b-song i-song i-song o
cookbook@query	赵包子怎么做的，你？	o b-dishname i-dishname o o o o o o o
health@query	发烧。	b-keyword i-keyword o
music@play	播放眼色	o o b-song i-song
stock@query	中国石化的股价怎么样	b-name i-name i-name i-name o o o o o o
translation@translation	你叫什么名字英文怎么说	b-content i-content i-content i-content i-content i-content b-target i-target o o o
health@query	尿道炎怎么办	b-keyword i-keyword i-keyword o o o
epg@query	现在电视台在放什么节目	b-datetime_time i-datetime_time o o o o o o o b-category i-category
telephone@dial	呼叫a 二小姐	o o o o b-name i-name i-name
map@route	去湘江	o b-endloc_poi i-endloc_poi
app@launch	打开qq浏览器	o o b-name i-name i-name i-name i-name
match@query	哦，中超比赛时间三比五。	o o b-category i-category o o o o o o o o
tvchannel@play	科教频道	b-category i-category o o
website@open	打开骏网一卡通	o o b-name i-name i-name i-name i-name
tvchannel@play	安徽综艺	b-name i-name i-name i-name
music@play	播放歌曲再见青春	o o o o b-song i-song i-song i-song
cookbook@query	保险，酸辣土豆丝怎么炒？	o o o b-dishname i-dishname i-dishname i-dishname i-dishname o o o o
train@query	查一下合肥到淮南明天的火车	o o o b-startloc_city i-startloc_city o b-endloc_city i-endloc_city b-startdate_date i-startdate_date o o o
website@open	中华军事网	b-name i-name i-name i-name i-name
video@query	爱情工寓	b-name i-name i-name i-name
bus@query	长沙到怀化的汽车。	b-src i-src o b-dest i-dest o o o o
poetry@query	念个唐诗给我听。	o o b-dynasty o o o o o
cookbook@query	田螺怎么炒啊？	b-ingredient i-ingredient o o o o o
cookbook@query	王志排骨怎么做	o o b-ingredient i-ingredient o o o
poetry@query	背一首声声慢。	o o o b-name i-name i-name o
cookbook@query	油焖大虾怎么做	b-dishname i-dishname i-dishname i-dishname o o o
music@search	找一首游鸿明的音乐	o o o b-artist i-artist i-artist o o o
telephone@dial	打电话给三路店	o o o o b-name i-name i-name
cookbook@query	那做红烧鱼需要哪些材料啊？	o o b-dishname i-dishname i-dishname o o o o o o o o
news@play	啊，社会新闻。	o o b-category i-category o o o
epg@query	给我看看什么时候有播盛夏晚晴天	o o o o o o o o o o b-name i-name i-name i-name i-name
cookbook@query	扬州炒饭	b-dishname i-dishname i-dishname i-dishname
radio@launch	请帮我调一下电台到镇江新闻广播	o o o o o o o o o b-name i-name i-name i-name i-name i-name
cookbook@query	怎么做饭好吃？	o o o b-dishname o o o
video@query	古惑仔	b-name i-name i-name
translation@translation	很高兴见到你英文怎么讲	b-content i-content i-content i-content i-content i-content b-target i-target o o o
cookbook@query	就拉下的饺子怎么做？	o o o o b-dishname i-dishname o o o o
video@query	夜访吸血鬼	b-name i-name i-name i-name i-name
email@create	我要写条新邮件	o o o o o o o
train@query	查询安阳到郑州的动车	o o b-startloc_city i-startloc_city o b-endloc_city i-endloc_city o b-category i-category
telephone@dial	给张宁打电话	o b-name i-name o o o
music@play	赵唱一首歌吧	o o o o o o
message@send	给王帅发个短信说他让他起来尿尿	o b-name i-name o o o o o o b-content i-content i-content i-content i-content i-content
video@query	请帮我播放樱桃	o o o o o b-name i-name
map@route	新东站怎么走	b-endloc_poi i-endloc_poi i-endloc_poi o o o
telephone@dial	给木九超打电话	o b-name i-name i-name o o o
epg@query	湖南卫视娱乐节目。	b-tvchannel i-tvchannel i-tvchannel i-tvchannel b-category i-category o o o
radio@launch	本省农村广播	b-name i-name i-name i-name i-name i-name
poetry@query	来首归家。	o o b-name i-name o
news@play	给我找到今天的新闻。	o o o o b-datetime_date i-datetime_date o o o o
video@query	惊情四百年	b-name i-name i-name i-name i-name
cookbook@query	腰花可以怎么做？	b-ingredient i-ingredient o o o o o o
health@query	宫外孕怎么办？	b-keyword i-keyword i-keyword o o o o
video@query	钢铁侠三	b-name i-name i-name i-name
novel@query	我要看古典仙侠小说	o o o b-category i-category i-category i-category o o
map@route	带我去丹阳市眼镜市场	o o o b-endloc_area i-endloc_area o b-endloc_poi i-endloc_poi i-endloc_poi i-endloc_poi
app@launch	封神太子	b-name i-name i-name i-name
cookbook@query	讯飞语点请你搜索一下番茄炒蛋怎么做？	o o o o o o o o o o b-dishname i-dishname i-dishname i-dishname o o o o
email@reply	替我答复这条邮件	o o o o o o o o
weather@query	你好请问一下明天广州的天气如何	o o o o o o b-datetime_date i-datetime_date b-location_city i-location_city o o o o o
message@send	给石荣福发短信	o b-name i-name i-name o o o
epg@query	现在浙江卫视在放什么节目	b-datetime_time i-datetime_time b-tvchannel i-tvchannel i-tvchannel i-tvchannel o o o o o o
novel@query	搜索极品天王	o o b-name i-name i-name i-name
health@query	内分泌失调了怎么调理？	b-keyword i-keyword i-keyword i-keyword i-keyword o o o o o o
train@query	查一下杭州到鹰潭的火车票	o o o b-startloc_city i-startloc_city o b-endloc_city i-endloc_city o o o o
poetry@query	说一句，白居易的诗。	o o o o b-author i-author i-author o o o
train@query	查一下南昌到南京的火车	o o o b-startloc_city i-startloc_city o b-endloc_city i-endloc_city o o o
cookbook@query	我说铁锅炖羊肉怎么做？	o o b-utensil i-utensil b-dishname i-dishname i-dishname o o o o
health@query	介绍一下尖锐湿疣	o o o o b-keyword i-keyword i-keyword i-keyword
email@send	发邮件给晶晶	o o o o b-name i-name
telephone@dial	打电话给胖头	o o o o b-name i-name
train@query	湖北荆州到黄石的火车	b-startloc_province i-startloc_province b-startloc_city i-startloc_city o b-endloc_city i-endloc_city o o o
news@play	龙岩新闻	b-location_city i-location_city o o
app@download	下载汉化软件	o o b-name i-name o o
tvchannel@play	中央八	b-name i-name i-name
epg@query	你知道现在广东卫视在演什么吗？	o o o b-datetime_time i-datetime_time b-tvchannel i-tvchannel i-tvchannel i-tvchannel o o o o o o
message@send	我要发信息给高鹤航	o o o o o o b-name i-name i-name
cookbook@query	菠萝咕老肉的做法	b-dishname i-dishname i-dishname i-dishname i-dishname o o o
translation@translation	翻译爸爸	o o b-content i-content
news@play	我想听搜狐新闻	o o o b-media i-media o o
poetry@query	古诗长恨歌。	o o b-name i-name i-name o
poetry@query	背一首春晓	o o o b-name i-name
video@query	心术电影	b-name i-name b-category i-category
train@query	明天有火车到襄阳吗	b-startdate_date i-startdate_date o o o o b-endloc_city i-endloc_city o
poetry@query	读首唐诗来听听。	o o b-dynasty o o o o o
tvchannel@play	高清广东台	b-resolution i-resolution b-name i-name i-name
cookbook@query	回锅肉。	b-dishname i-dishname i-dishname o
translation@translation	小老虎用英语怎么讲	b-content i-content i-content o b-target i-target o o o
telephone@dial	请打电话给沈晨浩	o o o o o b-name i-name i-name
news@play	我想听，新闻。	o o o o o o o
bus@query	宁波到杭州的汽车	b-src i-src o b-dest i-dest o o o
app@query	查找通讯录	o o b-name i-name i-name
tvchannel@play	帮我调到安徽卫视	o o o o b-name i-name i-name i-name
flight@query	八月十九号到成都的航班	b-startdate_date i-startdate_date i-startdate_date i-startdate_date i-startdate_date o b-endloc_city i-endloc_city o o o
poetry@query	我背一首生查子。	o o o o b-name i-name i-name o
train@query	帮我查一下临海到上海的火车	o o o o o b-startloc_area i-startloc_area o b-endloc_city i-endloc_city o o o
epg@query	chc高清的节目单	b-tvchannel i-tvchannel i-tvchannel i-tvchannel i-tvchannel o o o o
bus@query	从西安到石嘴山的汽车票。	o b-src i-src o b-dest i-dest i-dest o o o o o
telephone@query	张培的电话号码是多少	b-name i-name o o o o o o o o
video@query	请搜电影画皮	o o b-category i-category b-name i-name
